completion_date,model_used,original_path,summary_path,status
2026-04-08 08:52:32,ollama/gemma4:26b,/Volumes/home/archives/papers/OWASP_LLM_GenAI_Security_Solutions_Reference_Guide__1741746728.pdf,/Users/bstove/Library/Mobile Documents/iCloud~md~obsidian/Documents/Notes-Vault/00_Inbox/ricemaker/OWASP_LLM_GenAI_Security_Solutions_Reference_Guide__1741746728.pdf.md,completed
2026-04-08 09:06:03,ollama/gemma4:26b,/Volumes/home/archives/papers/2402.01030v4.pdf,/Users/bstove/Library/Mobile Documents/iCloud~md~obsidian/Documents/Notes-Vault/00_Inbox/ricemaker/2402.01030v4.pdf.md,completed
2026-04-08 09:08:13,ollama/gemma4:26b,"/Volumes/home/archives/papers/From Gmail to Word, your privacy settings and AI in a new relationship.pdf","/Users/bstove/Library/Mobile Documents/iCloud~md~obsidian/Documents/Notes-Vault/00_Inbox/ricemaker/From Gmail to Word, your privacy settings and AI in a new relationship.pdf.md",completed
2026-04-08 09:15:10,ollama/gemma4:26b,/Volumes/home/archives/papers/Scalable_deployment_of_AI_Agents_in_the_Enterprise_1737008039.pdf,/Users/bstove/Library/Mobile Documents/iCloud~md~obsidian/Documents/Notes-Vault/00_Inbox/ricemaker/Scalable_deployment_of_AI_Agents_in_the_Enterprise_1737008039.pdf.md,completed
2026-04-08 09:21:47,ollama/gemma4:26b,/Volumes/home/archives/papers/adversarial-misuse-generative-ai.pdf,/Users/bstove/Library/Mobile Documents/iCloud~md~obsidian/Documents/Notes-Vault/00_Inbox/ricemaker/adversarial-misuse-generative-ai.pdf.md,completed
2026-04-08 09:23:59,ollama/gemma4:26b,"/Volumes/home/archives/papers/360 released the enterprise-level large-scale model strategy, Zhou Hongyi: AI development must serve the digitalization of the industry - iNEWS.pdf","/Users/bstove/Library/Mobile Documents/iCloud~md~obsidian/Documents/Notes-Vault/00_Inbox/ricemaker/360 released the enterprise-level large-scale model strategy, Zhou Hongyi: AI development must serve the digitalization of the industry - iNEWS.pdf.md",completed
2026-04-08 09:54:04,ollama/gemma4:26b,/Volumes/home/archives/papers/audible-the entreprener toolkit.pdf,/Users/bstove/Library/Mobile Documents/iCloud~md~obsidian/Documents/Notes-Vault/00_Inbox/ricemaker/audible-the entreprener toolkit.pdf.md,completed
2026-04-08 09:56:51,ollama/gemma4:26b,/Volumes/home/archives/papers/个人信息出境标准合同-draft for comment.pdf,/Users/bstove/Library/Mobile Documents/iCloud~md~obsidian/Documents/Notes-Vault/00_Inbox/ricemaker/个人信息出境标准合同-draft for comment.pdf.md,completed
2026-04-08 10:08:42,ollama/gemma4:26b,/Volumes/home/archives/papers/rsch_pdf_30305836.pdf,/Users/bstove/Library/Mobile Documents/iCloud~md~obsidian/Documents/Notes-Vault/00_Inbox/ricemaker/rsch_pdf_30305836.pdf.md,completed
2026-04-08 10:10:31,ollama/gemma4:26b,/Volumes/home/archives/papers/ebook-detecting-fake-candidates-vsl.pdf,/Users/bstove/Library/Mobile Documents/iCloud~md~obsidian/Documents/Notes-Vault/00_Inbox/ricemaker/ebook-detecting-fake-candidates-vsl.pdf.md,completed
2026-04-08 10:14:59,ollama/gemma4:26b,/Volumes/home/archives/papers/Revolutionizing_Penetration_Testing_AI-Powered_Aut.pdf,/Users/bstove/Library/Mobile Documents/iCloud~md~obsidian/Documents/Notes-Vault/00_Inbox/ricemaker/Revolutionizing_Penetration_Testing_AI-Powered_Aut.pdf.md,completed
2026-04-08 11:10:03,ollama/gemma4:26b,/Volumes/home/archives/papers/Compliance and Risk explained with 2 cows.pdf,/app/N/A,error
2026-04-08 11:10:07,ollama/gemma4:26b,/Volumes/home/archives/papers/EnsignxSTH IR Day_TheEdge 30Nov2023_231201_085417.pdf,/app/N/A,error
2026-04-08 11:10:07,ollama/gemma4:26b,/Volumes/home/archives/papers/audible-mental model 2.pdf,/app/N/A,error
2026-04-08 11:10:07,ollama/gemma4:26b,/Volumes/home/archives/papers/audible-mental model 1.pdf,/app/N/A,error
2026-04-08 11:12:13,ollama/gemma4:26b,"/Volumes/home/archives/papers/Four Chinese generative AI models pass official assessment, establishing compliance directory for industry: observers - Global Times.pdf","/Users/bstove/Library/Mobile Documents/iCloud~md~obsidian/Documents/Notes-Vault/00_Inbox/ricemaker/Four Chinese generative AI models pass official assessment, establishing compliance directory for industry: observers - Global Times.pdf.md",completed
2026-04-08 11:32:18,ollama/gemma4:26b,/Volumes/home/archives/papers/DBS LAYS OUT COMPREHENSIVE ROADMAP TO IMPROVE TECHNOLOGY RESILIENCY.pdf,/Users/bstove/Library/Mobile Documents/iCloud~md~obsidian/Documents/Notes-Vault/00_Inbox/ricemaker/DBS LAYS OUT COMPREHENSIVE ROADMAP TO IMPROVE TECHNOLOGY RESILIENCY.pdf.md,completed
2026-04-08 11:33:52,ollama/gemma4:latest,/Volumes/home/archives/papers/Compliance and Risk explained with 2 cows.pdf,/app/N/A,error
2026-04-08 11:33:56,ollama/gemma4:latest,/Volumes/home/archives/papers/EnsignxSTH IR Day_TheEdge 30Nov2023_231201_085417.pdf,/app/N/A,error
2026-04-08 11:33:56,ollama/gemma4:latest,/Volumes/home/archives/papers/audible-mental model 2.pdf,/app/N/A,error
2026-04-08 11:33:56,ollama/gemma4:latest,/Volumes/home/archives/papers/audible-mental model 1.pdf,/app/N/A,error
2026-04-08 11:35:24,ollama/gemma4:latest,/Volumes/home/archives/papers/Compliance and Risk explained with 2 cows.pdf,/app/N/A,error
2026-04-08 11:35:27,ollama/gemma4:latest,/Volumes/home/archives/papers/EnsignxSTH IR Day_TheEdge 30Nov2023_231201_085417.pdf,/app/N/A,error
2026-04-08 11:35:27,ollama/gemma4:latest,/Volumes/home/archives/papers/audible-mental model 2.pdf,/app/N/A,error
2026-04-08 11:35:27,ollama/gemma4:latest,/Volumes/home/archives/papers/audible-mental model 1.pdf,/app/N/A,error
2026-04-08 11:46:26,ollama/gemma4:latest,/Volumes/home/archives/papers/1764879595824 (1).pdf,/Users/bstove/Library/Mobile Documents/iCloud~md~obsidian/Documents/Notes-Vault/00_Inbox/ricemaker/1764879595824 (1).pdf.md,completed
2026-04-08 11:48:24,ollama/gemma4:latest,/Volumes/home/archives/papers/HGB-中欧商学院-20240824-R.pdf,/Users/bstove/Library/Mobile Documents/iCloud~md~obsidian/Documents/Notes-Vault/00_Inbox/ricemaker/HGB-中欧商学院-20240824-R.pdf.md,completed
2026-04-08 11:52:28,ollama/gemma4:latest,/Volumes/home/archives/papers/Harvard-Business-Revew-Generative-AI-Pulse-Survey-Final.pdf,/Users/bstove/Library/Mobile Documents/iCloud~md~obsidian/Documents/Notes-Vault/00_Inbox/ricemaker/Harvard-Business-Revew-Generative-AI-Pulse-Survey-Final.pdf.md,completed
2026-04-08 12:31:06,ollama/gemma4:latest,/Volumes/home/archives/papers/audible-effective research.pdf,/Users/bstove/Library/Mobile Documents/iCloud~md~obsidian/Documents/Notes-Vault/00_Inbox/ricemaker/audible-effective research.pdf.md,completed
2026-04-08 12:49:38,ollama/gemma4:latest,/Volumes/home/archives/papers/Generative_AI_for_Internet_of_Things_Security_Chal.pdf,/Users/bstove/Library/Mobile Documents/iCloud~md~obsidian/Documents/Notes-Vault/00_Inbox/ricemaker/Generative_AI_for_Internet_of_Things_Security_Chal.pdf.md,completed
2026-04-08 13:02:12,ollama/gemma4:latest,/Volumes/home/archives/papers/2209.09125v1.pdf,/Users/bstove/Library/Mobile Documents/iCloud~md~obsidian/Documents/Notes-Vault/00_Inbox/ricemaker/2209.09125v1.pdf.md,completed
2026-04-08 13:14:11,ollama/gemma4:latest,/Volumes/home/archives/papers/Fully_Autonomous_AI_Agents_Should_Not_be_Developed_1739342579.pdf,/Users/bstove/Library/Mobile Documents/iCloud~md~obsidian/Documents/Notes-Vault/00_Inbox/ricemaker/Fully_Autonomous_AI_Agents_Should_Not_be_Developed_1739342579.pdf.md,completed
2026-04-08 13:16:04,ollama/gemma4:latest,/Volumes/home/archives/papers/BIA_Cybersecurity__1741967271.pdf,/Users/bstove/Library/Mobile Documents/iCloud~md~obsidian/Documents/Notes-Vault/00_Inbox/ricemaker/BIA_Cybersecurity__1741967271.pdf.md,completed
2026-04-08 13:23:30,ollama/gemma4:latest,/Volumes/home/archives/papers/Global_Index_for_AI_Safety_1739342701.pdf,/Users/bstove/Library/Mobile Documents/iCloud~md~obsidian/Documents/Notes-Vault/00_Inbox/ricemaker/Global_Index_for_AI_Safety_1739342701.pdf.md,completed
2026-04-08 13:30:47,ollama/gemma4:latest,/Volumes/home/archives/papers/PWC_Agentic_AI_1741967148.pdf,/Users/bstove/Library/Mobile Documents/iCloud~md~obsidian/Documents/Notes-Vault/00_Inbox/ricemaker/PWC_Agentic_AI_1741967148.pdf.md,completed
2026-04-08 13:37:42,ollama/gemma4:latest,/Volumes/home/archives/papers/AI_incidents_1740895477.pdf,/Users/bstove/Library/Mobile Documents/iCloud~md~obsidian/Documents/Notes-Vault/00_Inbox/ricemaker/AI_incidents_1740895477.pdf.md,completed
2026-04-08 13:39:22,ollama/gemma4:latest,/Volumes/home/archives/papers/Bybit Breach_dmun_20250222v1.pdf,/Users/bstove/Library/Mobile Documents/iCloud~md~obsidian/Documents/Notes-Vault/00_Inbox/ricemaker/Bybit Breach_dmun_20250222v1.pdf.md,completed
2026-04-08 15:07:40,ollama/gemma4:latest,/Volumes/home/archives/papers/Compliance and Risk explained with 2 cows.pdf,/app/N/A,error
2026-04-09 02:01:32,ollama/gemma4:latest,/Volumes/home/archives/papers/Compliance and Risk explained with 2 cows.pdf,/app/N/A,error
2026-04-09 02:01:36,ollama/gemma4:latest,/Volumes/home/archives/papers/EnsignxSTH IR Day_TheEdge 30Nov2023_231201_085417.pdf,/app/N/A,error
2026-04-09 02:01:36,ollama/gemma4:latest,/Volumes/home/archives/papers/audible-mental model 2.pdf,/app/N/A,error
2026-04-09 02:01:37,ollama/gemma4:latest,/Volumes/home/archives/papers/audible-mental model 1.pdf,/app/N/A,error
2026-04-09 02:10:04,ollama/gemma4:latest,/Volumes/home/archives/papers/Compliance and Risk explained with 2 cows.pdf,/app/N/A,error
2026-04-09 02:10:07,ollama/gemma4:latest,/Volumes/home/archives/papers/EnsignxSTH IR Day_TheEdge 30Nov2023_231201_085417.pdf,/app/N/A,error
2026-04-09 02:10:07,ollama/gemma4:latest,/Volumes/home/archives/papers/audible-mental model 2.pdf,/app/N/A,error
2026-04-09 02:10:07,ollama/gemma4:latest,/Volumes/home/archives/papers/audible-mental model 1.pdf,/app/N/A,error
2026-04-09 02:12:06,ollama/gemma4:latest,/Volumes/home/archives/papers/MAS TCRS 2026-03 ADVISORY ON STRENGTHENING CYBER SECURITY POSTURE.pdf,/Users/bstove/Library/Mobile Documents/iCloud~md~obsidian/Documents/Notes-Vault/00_Inbox/ricemaker/MAS TCRS 2026-03 ADVISORY ON STRENGTHENING CYBER SECURITY POSTURE.pdf.md,completed
2026-04-09 02:18:34,ollama/gemma4:latest,/Volumes/home/archives/papers/Compliance and Risk explained with 2 cows.pdf,/app/N/A,error
2026-04-09 02:18:34,ollama/gemma4:latest,/Volumes/home/archives/papers/audible-mental model 2.pdf,/app/N/A,error
2026-04-09 02:18:35,ollama/gemma4:latest,/Volumes/home/archives/papers/audible-mental model 1.pdf,/app/N/A,error
2026-04-09 02:18:38,ollama/gemma4:latest,/Volumes/home/archives/papers/EnsignxSTH IR Day_TheEdge 30Nov2023_231201_085417.pdf,/app/N/A,error
2026-04-09 02:22:58,ollama/gemma4:latest,/Volumes/home/archives/papers/Microsoft_Expanded_Cloud_Logs_Implementation_Playbook_1737260229.pdf,/Users/bstove/Library/Mobile Documents/iCloud~md~obsidian/Documents/Notes-Vault/00_Inbox/ricemaker/Microsoft_Expanded_Cloud_Logs_Implementation_Playbook_1737260229.pdf.md,completed
2026-04-09 02:22:58,ollama/gemma4:latest,/Volumes/home/archives/papers/Compliance and Risk explained with 2 cows.pdf,/app/N/A,error
2026-04-09 02:22:58,ollama/gemma4:latest,/Volumes/home/archives/papers/audible-mental model 2.pdf,/app/N/A,error
2026-04-09 02:22:58,ollama/gemma4:latest,/Volumes/home/archives/papers/audible-mental model 1.pdf,/app/N/A,error
2026-04-09 02:23:02,ollama/gemma4:latest,/Volumes/home/archives/papers/EnsignxSTH IR Day_TheEdge 30Nov2023_231201_085417.pdf,/app/N/A,error
2026-04-09 02:23:34,ollama/gemma4:latest,/Volumes/home/archives/papers/Compliance and Risk explained with 2 cows.pdf,/app/N/A,error
2026-04-09 02:23:34,ollama/gemma4:latest,/Volumes/home/archives/papers/audible-mental model 2.pdf,/app/N/A,error
2026-04-09 02:23:34,ollama/gemma4:latest,/Volumes/home/archives/papers/audible-mental model 1.pdf,/app/N/A,error
2026-04-09 02:23:38,ollama/gemma4:latest,/Volumes/home/archives/papers/EnsignxSTH IR Day_TheEdge 30Nov2023_231201_085417.pdf,/app/N/A,error
2026-04-09 02:24:44,ollama/gemma4:latest,/Volumes/home/archives/papers/Compliance and Risk explained with 2 cows.pdf,/app/N/A,error
2026-04-09 02:24:44,ollama/gemma4:latest,/Volumes/home/archives/papers/audible-mental model 2.pdf,/app/N/A,error
2026-04-09 02:24:44,ollama/gemma4:latest,/Volumes/home/archives/papers/audible-mental model 1.pdf,/app/N/A,error
2026-04-09 02:24:48,ollama/gemma4:latest,/Volumes/home/archives/papers/EnsignxSTH IR Day_TheEdge 30Nov2023_231201_085417.pdf,/app/N/A,error
2026-04-09 02:27:21,ollama/gemma4:latest,/Volumes/home/archives/papers/Compliance and Risk explained with 2 cows.pdf,/app/N/A,error
2026-04-09 02:27:21,ollama/gemma4:latest,/Volumes/home/archives/papers/audible-mental model 2.pdf,/app/N/A,error
2026-04-09 02:27:22,ollama/gemma4:latest,/Volumes/home/archives/papers/audible-mental model 1.pdf,/app/N/A,error
2026-04-09 02:27:25,ollama/gemma4:latest,/Volumes/home/archives/papers/EnsignxSTH IR Day_TheEdge 30Nov2023_231201_085417.pdf,/app/N/A,error
2026-04-09 02:56:14,ollama/gemma4:latest,/Volumes/home/archives/papers/Compliance and Risk explained with 2 cows.pdf,/app/N/A,error
2026-04-09 02:56:14,ollama/gemma4:latest,/Volumes/home/archives/papers/audible-mental model 2.pdf,/app/N/A,error
2026-04-09 02:56:14,ollama/gemma4:latest,/Volumes/home/archives/papers/audible-mental model 1.pdf,/app/N/A,error
2026-04-09 02:56:17,ollama/gemma4:latest,/Volumes/home/archives/papers/EnsignxSTH IR Day_TheEdge 30Nov2023_231201_085417.pdf,/app/N/A,error
2026-04-09 02:59:40,ollama/gemma4:latest,/Volumes/home/archives/papers/Compliance and Risk explained with 2 cows.pdf,/app/N/A,error
2026-04-09 02:59:40,ollama/gemma4:latest,/Volumes/home/archives/papers/audible-mental model 2.pdf,/app/N/A,error
2026-04-09 02:59:40,ollama/gemma4:latest,/Volumes/home/archives/papers/audible-mental model 1.pdf,/app/N/A,error
2026-04-09 02:59:44,ollama/gemma4:latest,/Volumes/home/archives/papers/EnsignxSTH IR Day_TheEdge 30Nov2023_231201_085417.pdf,/app/N/A,error
2026-04-09 03:03:34,ollama/gemma4:latest,/Volumes/home/archives/papers/Compliance and Risk explained with 2 cows.pdf,/app/N/A,error
2026-04-09 03:03:34,ollama/gemma4:latest,/Volumes/home/archives/papers/audible-mental model 2.pdf,/app/N/A,error
2026-04-09 03:03:34,ollama/gemma4:latest,/Volumes/home/archives/papers/audible-mental model 1.pdf,/app/N/A,error
2026-04-09 03:03:38,ollama/gemma4:latest,/Volumes/home/archives/papers/EnsignxSTH IR Day_TheEdge 30Nov2023_231201_085417.pdf,/app/N/A,error
2026-04-09 03:58:47,ollama/gemma4:latest,/Volumes/home/archives/papers/Compliance and Risk explained with 2 cows.pdf,/app/N/A,error
2026-04-09 03:58:47,ollama/gemma4:latest,/Volumes/home/archives/papers/audible-mental model 2.pdf,/app/N/A,error
2026-04-09 03:58:47,ollama/gemma4:latest,/Volumes/home/archives/papers/audible-mental model 1.pdf,/app/N/A,error
2026-04-09 03:58:50,ollama/gemma4:latest,/Volumes/home/archives/papers/EnsignxSTH IR Day_TheEdge 30Nov2023_231201_085417.pdf,/app/N/A,error
2026-04-09 04:00:32,ollama/gemma4:latest,/Volumes/home/archives/papers/Compliance and Risk explained with 2 cows.pdf,/app/N/A,error
2026-04-09 04:00:32,ollama/gemma4:latest,/Volumes/home/archives/papers/audible-mental model 2.pdf,/app/N/A,error
2026-04-09 04:00:32,ollama/gemma4:latest,/Volumes/home/archives/papers/audible-mental model 1.pdf,/app/N/A,error
2026-04-09 04:00:35,ollama/gemma4:latest,/Volumes/home/archives/papers/EnsignxSTH IR Day_TheEdge 30Nov2023_231201_085417.pdf,/app/N/A,error
2026-04-09 04:07:22,ollama/gemma4:latest,/Volumes/home/archives/papers/Compliance and Risk explained with 2 cows.pdf,/app/N/A,error
2026-04-09 04:07:22,ollama/gemma4:latest,/Volumes/home/archives/papers/audible-mental model 2.pdf,/app/N/A,error
2026-04-09 04:07:22,ollama/gemma4:latest,/Volumes/home/archives/papers/audible-mental model 1.pdf,/app/N/A,error
2026-04-09 04:07:26,ollama/gemma4:latest,/Volumes/home/archives/papers/EnsignxSTH IR Day_TheEdge 30Nov2023_231201_085417.pdf,/app/N/A,error
2026-04-09 04:09:59,ollama/gemma4:latest,/Volumes/home/archives/papers/Compliance and Risk explained with 2 cows.pdf,/app/N/A,error
2026-04-09 04:09:59,ollama/gemma4:latest,/Volumes/home/archives/papers/audible-mental model 2.pdf,/app/N/A,error
2026-04-09 04:09:59,ollama/gemma4:latest,/Volumes/home/archives/papers/audible-mental model 1.pdf,/app/N/A,error
2026-04-09 04:10:03,ollama/gemma4:latest,/Volumes/home/archives/papers/EnsignxSTH IR Day_TheEdge 30Nov2023_231201_085417.pdf,/app/N/A,error
2026-04-09 04:17:01,ollama/gemma4:latest,/Volumes/home/archives/papers/Compliance and Risk explained with 2 cows.pdf,/app/N/A,error
2026-04-09 04:17:01,ollama/gemma4:latest,/Volumes/home/archives/papers/audible-mental model 2.pdf,/app/N/A,error
2026-04-09 04:17:01,ollama/gemma4:latest,/Volumes/home/archives/papers/audible-mental model 1.pdf,/app/N/A,error
2026-04-09 04:17:04,ollama/gemma4:latest,/Volumes/home/archives/papers/EnsignxSTH IR Day_TheEdge 30Nov2023_231201_085417.pdf,/app/N/A,error
2026-04-09 04:38:31,ollama/gemma4:latest,/Volumes/home/archives/papers/Compliance and Risk explained with 2 cows.pdf,/app/N/A,error
2026-04-09 04:38:31,ollama/gemma4:latest,/Volumes/home/archives/papers/audible-mental model 2.pdf,/app/N/A,error
2026-04-09 04:38:31,ollama/gemma4:latest,/Volumes/home/archives/papers/audible-mental model 1.pdf,/app/N/A,error
2026-04-09 04:38:34,ollama/gemma4:latest,/Volumes/home/archives/papers/EnsignxSTH IR Day_TheEdge 30Nov2023_231201_085417.pdf,/app/N/A,error
2026-04-09 04:45:30,ollama/gemma4:latest,/Volumes/home/archives/papers/Compliance and Risk explained with 2 cows.pdf,/app/N/A,error
2026-04-09 04:45:30,ollama/gemma4:latest,/Volumes/home/archives/papers/audible-mental model 2.pdf,/app/N/A,error
2026-04-09 04:45:30,ollama/gemma4:latest,/Volumes/home/archives/papers/audible-mental model 1.pdf,/app/N/A,error
2026-04-09 04:45:33,ollama/gemma4:latest,/Volumes/home/archives/papers/EnsignxSTH IR Day_TheEdge 30Nov2023_231201_085417.pdf,/app/N/A,error
